prediction_source,cod_linha,hour,pred_atraso_aproximado_min,real_atraso_aproximado_min,n_registros
llama_3_3_70b_v2_retry2,338,23,1.7998309333906906,1.0332158119658117,15
llama_3_3_70b_v2_retry2,636,22,1.7936506366515679,3.46979797979798,11
llama_3_3_70b_v2_retry2,22,23,1.7935373149901241,1.3500811688311687,6
llama_3_3_70b_v2_retry2,20,21,1.7850263153659338,3.9564814814814824,6
llama_3_3_70b_v2_retry2,433,21,1.7838554059867515,7.377827380952381,8
llama_3_3_70b_v2_retry2,220,22,1.7769351961426951,0.9803726708074534,23
llama_3_3_70b_v2_retry2,359,22,1.7763645182242118,2.5287628384687206,17
llama_3_3_70b_v2_retry2,660,22,1.758121718495763,0.7240509259259259,32
llama_3_3_70b_v2_retry2,636,21,1.7550289503539274,2.0714699074074074,12
llama_3_3_70b_v2_retry2,621,20,1.7549084036610216,4.453034188034188,13
llama_3_3_70b_v2_retry2,317,23,1.7521064263818462,0.8078514739229025,7
llama_3_3_70b_v2_retry2,561,22,1.7377400941442565,0.7228615520282186,18
llama_3_3_70b_v2_retry2,686,22,1.7331520801336655,0.37587301587301586,20
llama_3_3_70b_v2_retry2,821,22,1.7314054365239677,7.177777777777777,6
llama_3_3_70b_v2_retry2,743,20,1.7163189931075575,6.706666666666666,5
llama_3_3_70b_v2_retry2,378,23,1.7146101094941868,0.8271978021978023,7
llama_3_3_70b_v2_retry2,618,23,1.710746170057281,0.25119047619047613,7
llama_3_3_70b_v2_retry2,18,21,1.700569250879438,2.3591346153846158,13
llama_3_3_70b_v2_retry2,618,22,1.6975636637027296,0.5237820512820512,13
llama_3_3_70b_v2_retry2,701,22,1.687931621882859,1.0383680555555557,8
llama_3_3_70b_v2_retry2,214,19,1.680029046757992,2.710294117647059,17
llama_3_3_70b_v2_retry2,641,23,1.6696310862714945,0.13400793650793635,10
llama_3_3_70b_v2_retry2,478,21,1.6681644667519977,1.7043162393162397,13
llama_3_3_70b_v2_retry2,602,21,1.6607247027917114,0.7236988304093567,19
llama_3_3_70b_v2_retry2,642,20,1.6588224891363004,6.093171296296297,12
llama_3_3_70b_v2_retry2,832,22,1.6550095730384984,0.8085069444444444,16
llama_3_3_70b_v2_retry2,642,21,1.6490295480513602,2.3978741496598643,7
llama_3_3_70b_v2_retry2,617,20,1.646921033322532,2.55271164021164,14
