prediction_source,cod_linha,hour,pred_atraso_aproximado_min,real_atraso_aproximado_min,n_registros
llama_3_3_70b_v2_retry2,618,19,1.097115876441401,1.121425438596491,19
llama_3_3_70b_v2_retry2,478,20,1.0957942106498109,0.2528385875955321,36
llama_3_3_70b_v2_retry2,313,23,1.0933960173958752,2.3182870370370368,6
llama_3_3_70b_v2_retry2,404,23,1.0924173315266617,0.8835164835164834,7
llama_3_3_70b_v2_retry2,210,21,1.0920101749144437,0.523888888888889,22
llama_3_3_70b_v2_retry2,206,23,1.091569010695921,1.508012093726379,7
llama_3_3_70b_v2_retry2,351,21,1.0882649500446733,2.2359511784511783,10
llama_3_3_70b_v2_retry2,138,21,1.0857503285916745,9.253611111111113,6
llama_3_3_70b_v2_retry2,631,22,1.0821432951697496,0.207142857142857,7
llama_3_3_70b_v2_retry2,521,23,1.0811042357112048,0.4995734289731425,25
llama_3_3_70b_v2_retry2,743,17,1.0808208510899124,1.8262345679012348,9
llama_3_3_70b_v2_retry2,641,19,1.0801292610446276,0.7759864672364672,26
llama_3_3_70b_v2_retry2,618,20,1.0800630423750384,2.17974537037037,12
llama_3_3_70b_v2_retry2,216,21,1.0799665910358212,4.713321995464852,7
llama_3_3_70b_v2_retry2,870,21,1.0797579400468653,1.715618386243386,24
llama_3_3_70b_v2_retry2,26,22,1.0785484111072818,0.09476334810445239,83
llama_3_3_70b_v2_retry2,870,22,1.0774576093399546,0.6803825289936402,18
llama_3_3_70b_v2_retry2,382,21,1.0771379317767944,0.6841750841750842,18
llama_3_3_70b_v2_retry2,501,20,1.0769893540752253,1.2850000000000001,10
llama_3_3_70b_v2_retry2,18,20,1.0760214376862898,6.0778211805555555,16
llama_3_3_70b_v2_retry2,115,22,1.0750364131684815,2.9834670462387853,18
llama_3_3_70b_v2_retry2,612,20,1.0740659920169666,3.2794242357436807,18
llama_3_3_70b_v2_retry2,833,20,1.07305560920083,0.4128472222222222,16
llama_3_3_70b_v2_retry2,502,19,1.0713161795580413,1.350238095238095,21
llama_3_3_70b_v2_retry2,532,22,1.0712004202519527,0.5821691176470586,8
llama_3_3_70b_v2_retry2,312,20,1.0705355804546344,1.9860462055192447,18
llama_3_3_70b_v2_retry2,305,21,1.0703083467150982,4.610831067319716,12
llama_3_3_70b_v2_retry2,155,18,1.070107201327609,1.10875,8
llama_3_3_70b_v2_retry2,159,22,1.0694689688506522,0.5195554445554446,7
llama_3_3_70b_v2_retry2,820,20,1.0688588934250585,0.21867298687151626,34
llama_3_3_70b_v2_retry2,507,21,1.0657799306766684,0.4399074074074073,15
llama_3_3_70b_v2_retry2,600,22,1.0621163088502799,0.6501549145299145,12
llama_3_3_70b_v2_retry2,640,21,1.061775047652982,1.061699346405229,17
llama_3_3_70b_v2_retry2,344,19,1.0605007124533607,3.8217407407407404,15
llama_3_3_70b_v2_retry2,66,22,1.059947736628821,0.8154710302924588,35
llama_3_3_70b_v2_retry2,317,22,1.0596048480315101,2.5555805408583185,21
llama_3_3_70b_v2_retry2,676,20,1.0591725676409522,2.01875,8
llama_3_3_70b_v2_retry2,313,20,1.0526556751191805,1.4821693121693122,15
llama_3_3_70b_v2_retry2,211,21,1.0525737962722104,1.6899438958032709,16
llama_3_3_70b_v2_retry2,551,21,1.0524042835205232,1.5716048339125261,26
llama_3_3_70b_v2_retry2,344,17,1.052236570914087,1.5048064626005802,17
llama_3_3_70b_v2_retry2,612,22,1.0494885185419536,0.85,11
llama_3_3_70b_v2_retry2,394,23,1.0488851982070626,1.4105994152046786,8
llama_3_3_70b_v2_retry2,411,22,1.0477667961137924,2.1305277777777776,10
llama_3_3_70b_v2_retry2,629,20,1.047069511273807,1.2876342793009459,33
llama_3_3_70b_v2_retry2,686,17,1.0454537780257716,0.6316944444444444,15
llama_3_3_70b_v2_retry2,106,22,1.0452369926429872,0.6413481620718463,19
llama_3_3_70b_v2_retry2,636,19,1.0451550807188656,0.703397435897436,13
llama_3_3_70b_v2_retry2,461,19,1.0443978704616015,3.390833333333334,5
llama_3_3_70b_v2_retry2,111,22,1.043746452109665,3.721568405139834,14
llama_3_3_70b_v2_retry2,220,19,1.0433913648439281,1.416363287250384,31
llama_3_3_70b_v2_retry2,660,20,1.0431404401117204,0.2515713911293362,81
llama_3_3_70b_v2_retry2,386,20,1.0430901259956815,0.16305634920634918,25
llama_3_3_70b_v2_retry2,74,22,1.0422648363403386,0.35557996665452807,48
llama_3_3_70b_v2_retry2,334,17,1.040777375215574,0.7291319444444445,16
llama_3_3_70b_v2_retry2,211,23,1.039000982760315,0.5319084821428571,16
llama_3_3_70b_v2_retry2,958,23,1.0385943534137798,0.1361111111111111,9
llama_3_3_70b_v2_retry2,32,23,1.0367894016809067,0.21755354753543155,37
llama_3_3_70b_v2_retry2,382,20,1.0366914165389978,2.6599537037037035,12
llama_3_3_70b_v2_retry2,22,22,1.0357539301569902,1.2720061728395062,15
llama_3_3_70b_v2_retry2,650,21,1.035448149085874,0.5633564814814814,24
llama_3_3_70b_v2_retry2,821,21,1.0332209750840542,5.0525,10
llama_3_3_70b_v2_retry2,304,20,1.0320622019991037,0.885024984761827,15
llama_3_3_70b_v2_retry2,600,20,1.0303598241968077,0.5413251879699248,19
llama_3_3_70b_v2_retry2,115,23,1.0298927889528047,1.5250571324100735,12
llama_3_3_70b_v2_retry2,382,19,1.0288003067606306,2.3184461805555556,16
llama_3_3_70b_v2_retry2,102,20,1.028186942769561,1.8298160173160176,11
llama_3_3_70b_v2_retry2,621,18,1.0277842415358518,0.43812500000000004,20
llama_3_3_70b_v2_retry2,745,21,1.026957662809076,0.4511111111111112,6
llama_3_3_70b_v2_retry2,640,19,1.023596224163187,1.1040123456790125,18
llama_3_3_70b_v2_retry2,405,20,1.023235860602249,0.43445634920634923,25
llama_3_3_70b_v2_retry2,603,20,1.0229325061323145,0.1754985119047619,32
llama_3_3_70b_v2_retry2,891,18,1.0223979621816877,1.1687936507936507,15
llama_3_3_70b_v2_retry2,339,20,1.021447288329074,4.365439393939394,11
llama_3_3_70b_v2_retry2,881,21,1.0196449425402405,0.13886142593039144,29
llama_3_3_70b_v2_retry2,682,19,1.0175352702734801,1.2570987654320989,18
llama_3_3_70b_v2_retry2,28,22,1.0173502155931313,0.5596203703703704,40
llama_3_3_70b_v2_retry2,106,21,1.0153612063145614,0.8699492694805194,16
llama_3_3_70b_v2_retry2,126,20,1.014472729703481,5.74280303030303,12
llama_3_3_70b_v2_retry2,302,21,1.0141864385874764,0.6256238859180036,11
llama_3_3_70b_v2_retry2,205,20,1.01100008574598,0.3035879629629629,12
llama_3_3_70b_v2_retry2,498,21,1.0109003346751242,4.391312830687831,12
llama_3_3_70b_v2_retry2,214,17,1.0101499752392582,0.2615079365079365,14
llama_3_3_70b_v2_retry2,14,22,1.0075136116289898,0.8026234567901234,9
llama_3_3_70b_v2_retry2,362,22,1.007240520223507,0.5313937991021325,18
llama_3_3_70b_v2_retry2,646,20,1.00501770446073,1.3595386904761904,8
llama_3_3_70b_v2_retry2,658,23,1.0026931379455566,0.722389254140591,44
llama_3_3_70b_v2_retry2,622,17,1.0023274156938535,0.8381578947368422,19
llama_3_3_70b_v2_retry2,331,20,0.9986851576017358,0.25317460317460316,7
llama_3_3_70b_v2_retry2,675,19,0.998631848837889,0.940659722222222,16
llama_3_3_70b_v2_retry2,384,21,0.995892477418709,1.6727237654320986,12
llama_3_3_70b_v2_retry2,122,19,0.993361849897514,0.8492087112622827,28
llama_3_3_70b_v2_retry2,905,21,0.9931122695205623,3.006441678289504,23
llama_3_3_70b_v2_retry2,686,19,0.9929253625387207,1.7325747863247865,13
llama_3_3_70b_v2_retry2,881,20,0.9916164386795031,0.7717005888376856,31
llama_3_3_70b_v2_retry2,605,21,0.987683333182581,0.7329913076341648,21
llama_3_3_70b_v2_retry2,522,19,0.9866019860441735,6.271186868686868,11
llama_3_3_70b_v2_retry2,514,20,0.9864645581952255,0.20954585537918866,18
llama_3_3_70b_v2_retry2,604,22,0.9859246652545679,0.36087662337662335,11
llama_3_3_70b_v2_retry2,656,19,0.9841597326577738,1.3708333333333331,11
llama_3_3_70b_v2_retry2,820,22,0.9840372782300487,1.7475670420114864,18
llama_3_3_70b_v2_retry2,530,19,0.9840100641951711,2.614058441558442,22
llama_3_3_70b_v2_retry2,38,23,0.9837846106232829,0.07848901966089464,32
llama_3_3_70b_v2_retry2,102,22,0.9827485166971806,0.10570987654320989,9
llama_3_3_70b_v2_retry2,106,23,0.9817044256228739,1.05630787037037,6
llama_3_3_70b_v2_retry2,498,19,0.981201411090503,1.8845996732026142,17
llama_3_3_70b_v2_retry2,212,20,0.9811900393251644,0.6543876262626264,22
llama_3_3_70b_v2_retry2,214,18,0.9808191829730356,0.3793981481481481,18
llama_3_3_70b_v2_retry2,68,23,0.978318490505855,2.3498294346978557,12
llama_3_3_70b_v2_retry2,806,21,0.9780724121301118,0.9965926555807508,21
llama_3_3_70b_v2_retry2,643,19,0.9777238761303082,2.7730952380952383,7
llama_3_3_70b_v2_retry2,305,22,0.9755186905113432,3.871065737423496,11
llama_3_3_70b_v2_retry2,200,22,0.9748515004250812,0.8444818722943723,16
llama_3_3_70b_v2_retry2,601,21,0.9744582908987773,0.9469913419913419,14
llama_3_3_70b_v2_retry2,913,23,0.974192256436878,11.55857575757576,10
llama_3_3_70b_v2_retry2,601,20,0.9739278257596998,2.4680065359477124,17
llama_3_3_70b_v2_retry2,79,23,0.9719645230409698,0.7320182805670421,19
llama_3_3_70b_v2_retry2,394,20,0.9683569116627689,0.8289947089947091,14
llama_3_3_70b_v2_retry2,561,21,0.9679122899057564,1.7000000000000002,18
llama_3_3_70b_v2_retry2,395,21,0.9674965646923049,2.57334114959115,14
llama_3_3_70b_v2_retry2,206,19,0.9658343909099534,0.9163888888888889,14
llama_3_3_70b_v2_retry2,907,23,0.9658014178898627,4.907794092238172,10
llama_3_3_70b_v2_retry2,656,21,0.965622747244547,0.05260416666666673,8
llama_3_3_70b_v2_retry2,825,20,0.965601371563867,1.9065873015873016,14
llama_3_3_70b_v2_retry2,213,19,0.9632129061317821,0.47960735683162153,40
llama_3_3_70b_v2_retry2,611,19,0.9630527705336284,0.7474081088664423,18
llama_3_3_70b_v2_retry2,901,22,0.9623079852686688,0.8403661616161617,20
llama_3_3_70b_v2_retry2,616,22,0.9601037192259643,0.6620039682539681,14
llama_3_3_70b_v2_retry2,28,21,0.9595460424160572,0.2734198936672895,48
llama_3_3_70b_v2_retry2,819,22,0.9592013641321436,1.1501605339105339,12
llama_3_3_70b_v2_retry2,311,23,0.9582360475365421,0.7195364721485411,16
llama_3_3_70b_v2_retry2,650,20,0.9580447267303588,0.4952157738095238,24
llama_3_3_70b_v2_retry2,215,23,0.9536325624531365,0.09046428571428569,10
llama_3_3_70b_v2_retry2,397,21,0.9532601009687556,0.8883101851851852,18
llama_3_3_70b_v2_retry2,686,18,0.9532047336836992,0.9114814814814813,21
llama_3_3_70b_v2_retry2,699,20,0.952850612686661,1.8130621693121693,8
llama_3_3_70b_v2_retry2,630,18,0.952491077788798,3.318162393162393,13
llama_3_3_70b_v2_retry2,319,23,0.9518745006039327,3.558030303030303,11
llama_3_3_70b_v2_retry2,108,19,0.9499347783937312,1.3132505611672278,18
llama_3_3_70b_v2_retry2,520,20,0.9498013913638607,0.11720907297830374,26
llama_3_3_70b_v2_retry2,394,19,0.9495336299390651,2.9493182073774182,13
llama_3_3_70b_v2_retry2,359,19,0.949516386372281,0.8933964646464646,22
llama_3_3_70b_v2_retry2,819,23,0.9484420747889312,1.3800000000000001,7
llama_3_3_70b_v2_retry2,612,21,0.9480187954362769,1.3574305555555557,10
llama_3_3_70b_v2_retry2,102,19,0.9468901947872143,1.9241609977324263,21
llama_3_3_70b_v2_retry2,806,19,0.9461525057508035,2.3917185592185595,26
llama_3_3_70b_v2_retry2,524,17,0.9453164959703062,0.38337813620071687,31
llama_3_3_70b_v2_retry2,225,20,0.9425353499635347,0.3025899943310657,28
llama_3_3_70b_v2_retry2,369,20,0.9424242000184047,4.001115034271285,20
llama_3_3_70b_v2_retry2,819,21,0.9416559771810888,1.117681623931624,13
llama_3_3_70b_v2_retry2,217,19,0.9363719749936474,1.2157407407407408,12
llama_3_3_70b_v2_retry2,60,20,0.9351692199995056,0.1853096623264691,42
llama_3_3_70b_v2_retry2,345,21,0.9340998192261315,1.3249878824878825,14
llama_3_3_70b_v2_retry2,384,22,0.9329998450653391,2.4058531746031746,7
llama_3_3_70b_v2_retry2,375,21,0.932477461259189,1.4422316109816111,13
llama_3_3_70b_v2_retry2,225,21,0.9322570359755772,0.45560568086883874,19
llama_3_3_70b_v2_retry2,138,19,0.9321692396486461,5.194791666666667,16
llama_3_3_70b_v2_retry2,466,22,0.9306492545572218,0.9466909311719254,21
llama_3_3_70b_v2_retry2,88,20,0.9297234238072501,0.7528766835016836,20
llama_3_3_70b_v2_retry2,366,19,0.9296746775438788,0.5073979591836736,28
llama_3_3_70b_v2_retry2,804,17,0.9280332600455018,0.4428227914061248,30
llama_3_3_70b_v2_retry2,480,19,0.9271855928600834,1.5949638188608777,17
llama_3_3_70b_v2_retry2,322,22,0.9242670988601555,0.9167777417027416,20
llama_3_3_70b_v2_retry2,74,21,0.9224869095122659,0.23002632429673683,87
llama_3_3_70b_v2_retry2,868,21,0.9212454644367665,1.0543310657596376,7
llama_3_3_70b_v2_retry2,207,22,0.9209797679323632,0.3332070105820106,30
llama_3_3_70b_v2_retry2,312,21,0.920368147143452,2.624531867823534,18
llama_3_3_70b_v2_retry2,88,22,0.9190388060363637,0.28944544469430056,23
llama_3_3_70b_v2_retry2,112,20,0.9172423296241866,1.1192253028075334,23
llama_3_3_70b_v2_retry2,612,19,0.9170248078920834,0.41903133903133905,26
llama_3_3_70b_v2_retry2,21,20,0.9165762593750818,0.5368620992534037,23
llama_3_3_70b_v2_retry2,319,21,0.9150487261718339,0.402880658436214,9
llama_3_3_70b_v2_retry2,628,21,0.9148975547742643,0.36007936507936505,6
llama_3_3_70b_v2_retry2,745,19,0.9146167414576722,1.8358465608465613,9
llama_3_3_70b_v2_retry2,349,20,0.9142156949437005,2.937809917355372,11
llama_3_3_70b_v2_retry2,432,19,0.9094447535725908,2.8320833333333333,8
llama_3_3_70b_v2_retry2,302,22,0.9089753154377104,0.5079050925925926,12
llama_3_3_70b_v2_retry2,394,22,0.9068920022806412,1.2002796521217571,9
llama_3_3_70b_v2_retry2,626,22,0.9055212744267119,0.41410533910533903,11
llama_3_3_70b_v2_retry2,659,19,0.9049206892172907,2.441331018518518,8
llama_3_3_70b_v2_retry2,339,21,0.904630055649169,1.028454415954416,9
llama_3_3_70b_v2_retry2,370,21,0.9045523417220279,0.6046296296296296,12
llama_3_3_70b_v2_retry2,362,20,0.9020375033230843,0.6192859397546897,16
llama_3_3_70b_v2_retry2,530,17,0.9008557166797009,0.3678189300411523,18
llama_3_3_70b_v2_retry2,45,23,0.8998193798242443,0.1250373297467135,42
llama_3_3_70b_v2_retry2,622,18,0.8995959837805297,0.39230769230769236,26
llama_3_3_70b_v2_retry2,329,22,0.8983586660626908,0.6349025974025975,11
llama_3_3_70b_v2_retry2,321,23,0.897544838731986,1.182200080515298,10
llama_3_3_70b_v2_retry2,958,20,0.897279984029347,0.5245202664399092,28
llama_3_3_70b_v2_retry2,814,22,0.8971211152264262,0.8343680555555556,20
llama_3_3_70b_v2_retry2,22,20,0.8970215551218584,2.2793271254208753,24
llama_3_3_70b_v2_retry2,524,19,0.8967679050702909,0.9022924278243427,47
llama_3_3_70b_v2_retry2,311,21,0.896671969380627,0.7532912980739068,23
llama_3_3_70b_v2_retry2,146,19,0.8964908441178718,0.3835,10
llama_3_3_70b_v2_retry2,205,19,0.8962889607323813,0.567526455026455,12
llama_3_3_70b_v2_retry2,530,20,0.8952133758185422,0.49969135802469133,6
llama_3_3_70b_v2_retry2,625,20,0.8942447639582316,13.424536289920905,13
llama_3_3_70b_v2_retry2,332,23,0.8939025129390326,0.2975571410756596,9
llama_3_3_70b_v2_retry2,600,23,0.8931442428333005,0.12916666666666676,8
llama_3_3_70b_v2_retry2,629,21,0.8923290474954456,0.6555823586744639,19
llama_3_3_70b_v2_retry2,635,19,0.889844226843749,1.565032679738562,17
llama_3_3_70b_v2_retry2,314,22,0.88963962715334,4.5647983696197985,21
llama_3_3_70b_v2_retry2,613,22,0.8882995048229131,0.8180989583333333,16
llama_3_3_70b_v2_retry2,303,20,0.8872678383242852,0.7672979797979798,12
llama_3_3_70b_v2_retry2,776,22,0.8871724655670401,1.9402033700882806,17
llama_3_3_70b_v2_retry2,683,21,0.8864885926787548,2.6657863804283237,17
llama_3_3_70b_v2_retry2,625,21,0.8848767342107657,2.071082944832945,13
llama_3_3_70b_v2_retry2,340,20,0.8845784626648837,0.8014405479915624,25
llama_3_3_70b_v2_retry2,610,20,0.8844909636029328,1.6266155876951331,22
llama_3_3_70b_v2_retry2,646,19,0.8844077370413511,1.2266806722689074,17
llama_3_3_70b_v2_retry2,815,19,0.8839621230616803,0.3568906263804223,49
llama_3_3_70b_v2_retry2,210,19,0.8830844312382642,0.5924746525404421,38
llama_3_3_70b_v2_retry2,389,22,0.8826597719489141,1.1496551353130302,19
llama_3_3_70b_v2_retry2,891,19,0.88248901486437,2.278309523809524,10
llama_3_3_70b_v2_retry2,682,18,0.8819147159558651,4.152884615384615,26
llama_3_3_70b_v2_retry2,905,23,0.8818474689652837,3.8461458333333334,16
llama_3_3_70b_v2_retry2,816,19,0.8797936228026676,0.89176245210728,29
llama_3_3_70b_v2_retry2,26,20,0.8795968348401109,0.07614691822745183,110
llama_3_3_70b_v2_retry2,616,20,0.8791582703644968,0.3755494505494505,13
llama_3_3_70b_v2_retry2,394,18,0.8779960827290862,1.111698214835334,19
llama_3_3_70b_v2_retry2,80,22,0.8744124721490886,0.35706535549825985,28
llama_3_3_70b_v2_retry2,631,18,0.872214708355054,1.0336111111111113,21
llama_3_3_70b_v2_retry2,321,22,0.871957015906186,1.332334736256176,20
llama_3_3_70b_v2_retry2,675,17,0.8715833375892348,2.7066666666666666,18
llama_3_3_70b_v2_retry2,601,19,0.8704128722682625,1.4807936507936508,21
llama_3_3_70b_v2_retry2,220,21,0.870129070290895,0.3317307692307692,26
llama_3_3_70b_v2_retry2,310,20,0.8670689826132453,2.275796095008052,15
llama_3_3_70b_v2_retry2,683,22,0.8651861236912547,0.03100907029478451,7
llama_3_3_70b_v2_retry2,20,17,0.8649161914362758,0.6083333333333334,8
llama_3_3_70b_v2_retry2,311,20,0.8624817251586073,1.4316983525733524,20
llama_3_3_70b_v2_retry2,707,19,0.8614148524365827,1.7250366300366302,14
llama_3_3_70b_v2_retry2,903,20,0.8604986563970449,1.5075555555555553,10
llama_3_3_70b_v2_retry2,362,21,0.8594178727179099,0.4761349206349207,15
llama_3_3_70b_v2_retry2,675,18,0.8578254844755178,0.45039682539682535,21
llama_3_3_70b_v2_retry2,613,20,0.857610866737831,0.5051129426129426,26
llama_3_3_70b_v2_retry2,508,20,0.8565906340778924,0.894095643939394,16
llama_3_3_70b_v2_retry2,340,21,0.8558608351266592,1.258311439518336,17
llama_3_3_70b_v2_retry2,375,22,0.85516256051068,3.555250305250305,9
llama_3_3_70b_v2_retry2,510,19,0.852346748015808,0.49926921409589475,28
llama_3_3_70b_v2_retry2,217,20,0.8499519115779582,0.7749228395061729,9
llama_3_3_70b_v2_retry2,66,23,0.8493569352866212,0.4370811965811966,20
llama_3_3_70b_v2_retry2,152,19,0.848692627351448,0.4138888888888889,6
llama_3_3_70b_v2_retry2,21,19,0.8479916916860603,0.7624127640036732,22
llama_3_3_70b_v2_retry2,336,23,0.8469808983957103,0.10650673400673401,10
llama_3_3_70b_v2_retry2,49,21,0.8460465535818348,0.07554112554112555,8
llama_3_3_70b_v2_retry2,304,21,0.845523066927701,0.5129061536753844,13
llama_3_3_70b_v2_retry2,88,21,0.8451991088368803,0.3107810966810966,25
llama_3_3_70b_v2_retry2,683,19,0.8447367867839721,0.4658058505280727,18
llama_3_3_70b_v2_retry2,642,17,0.8437316020520709,0.5635223765432098,12
llama_3_3_70b_v2_retry2,629,22,0.8412870811978503,1.9287037037037038,10
llama_3_3_70b_v2_retry2,75,22,0.8410584958000551,0.20480865908611307,51
llama_3_3_70b_v2_retry2,335,21,0.8409544989557917,0.3098450491307634,21
llama_3_3_70b_v2_retry2,60,21,0.8407031666786603,0.641776048026048,39
llama_3_3_70b_v2_retry2,645,21,0.8403247034645349,1.2081818181818182,11
llama_3_3_70b_v2_retry2,303,19,0.8397897570725136,3.3175390266299356,11
llama_3_3_70b_v2_retry2,22,21,0.8380630731736485,3.6396303310886644,12
llama_3_3_70b_v2_retry2,650,22,0.8360479188288191,0.40137254901960784,17
llama_3_3_70b_v2_retry2,370,22,0.8353906686836787,5.908222222222222,10
llama_3_3_70b_v2_retry2,304,19,0.8351942895584255,1.837563763397097,18
llama_3_3_70b_v2_retry2,225,23,0.8348245668149467,0.3941213606654783,11
llama_3_3_70b_v2_retry2,395,23,0.8345198483519763,2.5028048340548343,11
llama_3_3_70b_v2_retry2,317,20,0.8340979530595793,0.10656657680554742,34
llama_3_3_70b_v2_retry2,626,19,0.8333467397319738,0.25183862433862436,21
llama_3_3_70b_v2_retry2,370,20,0.8329721278858895,1.473597222222222,5
llama_3_3_70b_v2_retry2,509,19,0.832234621188807,1.4399470668220666,13
llama_3_3_70b_v2_retry2,507,19,0.830993892175788,0.9361309523809525,10
llama_3_3_70b_v2_retry2,212,19,0.8300503057394525,0.40837549603174605,32
llama_3_3_70b_v2_retry2,820,21,0.8300218096648438,0.3956038868538868,26
llama_3_3_70b_v2_retry2,814,20,0.8296295042360063,0.4408310328962503,23
llama_3_3_70b_v2_retry2,683,20,0.8295433574975888,4.127016291457081,19
llama_3_3_70b_v2_retry2,878,22,0.8289791640871563,0.6571296888320546,23
llama_3_3_70b_v2_retry2,561,19,0.8286685056599313,1.5477456538170826,21
llama_3_3_70b_v2_retry2,216,20,0.8269066585200989,0.6022258297258297,18
llama_3_3_70b_v2_retry2,336,21,0.8265569651351052,2.2260512689924457,17
llama_3_3_70b_v2_retry2,394,21,0.8255310303573639,0.36906557067271356,14
llama_3_3_70b_v2_retry2,616,19,0.8246169966625329,0.8340773809523809,18
llama_3_3_70b_v2_retry2,351,20,0.8231327720156394,2.3613199300699304,13
llama_3_3_70b_v2_retry2,645,20,0.8218330517383264,1.0439506172839506,12
llama_3_3_70b_v2_retry2,362,23,0.8215400075255109,0.40803004535147397,14
llama_3_3_70b_v2_retry2,389,21,0.8211731456870194,0.6616985171261487,19
llama_3_3_70b_v2_retry2,386,21,0.8206589321347738,1.1494781144781145,22
llama_3_3_70b_v2_retry2,776,23,0.8200091187643389,6.11237922705314,6
llama_3_3_70b_v2_retry2,677,22,0.8199894554562273,0.1589767156862745,8
llama_3_3_70b_v2_retry2,111,23,0.8191317045380945,0.3611381673881674,11
llama_3_3_70b_v2_retry2,312,19,0.8168989357756818,1.198704219360328,26
llama_3_3_70b_v2_retry2,407,20,0.8168082543173945,0.2114733731876588,35
llama_3_3_70b_v2_retry2,660,19,0.8161424805593628,0.10156115767530284,97
llama_3_3_70b_v2_retry2,609,20,0.8159157030949884,0.320875850340136,21
llama_3_3_70b_v2_retry2,26,21,0.8158977276726044,0.07566322803523334,98
llama_3_3_70b_v2_retry2,336,22,0.813479361086417,0.20506042568542565,10
llama_3_3_70b_v2_retry2,606,22,0.8131091568477469,2.3252578893510263,15
llama_3_3_70b_v2_retry2,386,19,0.8130867224619688,0.2788144167454512,29
llama_3_3_70b_v2_retry2,810,21,0.8124716171629045,1.2134263995453254,23
llama_3_3_70b_v2_retry2,347,22,0.8110820876688614,0.12550792890591736,12
llama_3_3_70b_v2_retry2,642,19,0.8104023554883515,1.292228835978836,12
llama_3_3_70b_v2_retry2,682,17,0.8102005198597468,0.84265873015873,16
llama_3_3_70b_v2_retry2,75,23,0.8096554591377576,0.2544430129601698,27
llama_3_3_70b_v2_retry2,338,19,0.8090978202211729,1.1846969696969698,22
llama_3_3_70b_v2_retry2,625,19,0.8090855771716984,1.6072117465867466,11
llama_3_3_70b_v2_retry2,60,19,0.8090218824083413,0.6083997252747253,52
llama_3_3_70b_v2_retry2,633,19,0.8087139144487944,0.48405349794238683,27
llama_3_3_70b_v2_retry2,329,23,0.8058753458404239,0.6444444444444445,10
llama_3_3_70b_v2_retry2,744,17,0.8040323807066404,2.197222222222222,9
llama_3_3_70b_v2_retry2,905,22,0.8025753187091744,0.800904451188542,22
llama_3_3_70b_v2_retry2,804,18,0.8023315448256296,0.6835903658630932,33
llama_3_3_70b_v2_retry2,50,23,0.8013238666745472,0.4492030423280423,14
llama_3_3_70b_v2_retry2,528,19,0.8012949824755655,1.0671527777777778,25
llama_3_3_70b_v2_retry2,114,17,0.8010778462878722,0.12928734250044116,34
llama_3_3_70b_v2_retry2,357,22,0.8005004467378481,1.0448633016814837,11
llama_3_3_70b_v2_retry2,404,22,0.79995767305539,1.6681712962962962,10
llama_3_3_70b_v2_retry2,603,19,0.799652464210794,0.23180501930501932,37
llama_3_3_70b_v2_retry2,613,19,0.7995385980624663,0.5891678338001868,34
llama_3_3_70b_v2_retry2,339,19,0.7992510918932276,1.9645809082892416,18
llama_3_3_70b_v2_retry2,606,20,0.7982660544741937,0.3506034734065037,33
llama_3_3_70b_v2_retry2,551,20,0.7955842127131121,1.1476441648200906,27
llama_3_3_70b_v2_retry2,478,19,0.7945667168884425,0.15869029441703858,43
llama_3_3_70b_v2_retry2,395,22,0.7941035469883184,0.8418981481481481,12
llama_3_3_70b_v2_retry2,89,20,0.7937024802527396,0.6246789321789321,11
llama_3_3_70b_v2_retry2,816,18,0.7926298324732883,2.4080246913580248,21
llama_3_3_70b_v2_retry2,832,18,0.7924771736563225,0.2595825115055885,39
llama_3_3_70b_v2_retry2,514,21,0.7911256911391661,3.217469209906185,14
llama_3_3_70b_v2_retry2,633,21,0.7906301750619228,0.7076388888888889,15
llama_3_3_70b_v2_retry2,207,23,0.7891130113953333,0.5924565972222222,8
llama_3_3_70b_v2_retry2,619,17,0.7886944794057725,2.604861111111111,8
llama_3_3_70b_v2_retry2,814,21,0.7878568650372808,0.6423708062770562,20
llama_3_3_70b_v2_retry2,650,19,0.7877843855861582,0.3322467864379629,51
llama_3_3_70b_v2_retry2,389,23,0.7866979185286213,0.5893827160493826,9
llama_3_3_70b_v2_retry2,378,19,0.785416347810176,1.088315972222222,16
llama_3_3_70b_v2_retry2,905,20,0.7845477312111498,1.9686722200358562,22
llama_3_3_70b_v2_retry2,15,23,0.7836414201623291,0.6582364750633982,13
llama_3_3_70b_v2_retry2,656,17,0.7835362989972937,0.22769841269841257,5
llama_3_3_70b_v2_retry2,618,18,0.7818915264941628,0.912772331154684,17
llama_3_3_70b_v2_retry2,110,19,0.7809967139712309,0.7620988370095513,28
llama_3_3_70b_v2_retry2,529,20,0.7807455185962109,0.49513795171689906,9
llama_3_3_70b_v2_retry2,683,18,0.7804905025726784,4.564047218213885,21
llama_3_3_70b_v2_retry2,415,22,0.7798173479103873,0.8892308802308803,15
llama_3_3_70b_v2_retry2,432,18,0.7796402355103151,1.501136363636364,11
llama_3_3_70b_v2_retry2,85,22,0.7796292957879503,0.5692949150489637,26
llama_3_3_70b_v2_retry2,776,20,0.7743730616905761,2.492284798534798,13
llama_3_3_70b_v2_retry2,604,19,0.774122495459256,0.4021541950113378,21
llama_3_3_70b_v2_retry2,41,23,0.7731108976960412,0.2033768947521167,46
llama_3_3_70b_v2_retry2,810,20,0.7727331545797826,0.17497756872756867,29
llama_3_3_70b_v2_retry2,331,19,0.7726672141065392,0.41164826173553626,29
